위도,경도,시설유형,읍면동,안심귀갓길명,관리기관,세부위치
37.501217,127.055129,보안등,대치동,수서안심03,,보양건강도우미 앞
37.501144,127.055115,CCTV,대치동,수서안심03,강남도시관제센터,보양건강도우미 앞
37.501144,127.055115,안심벨,대치동,수서안심03,강남도시관제센터,보양건강도우미 앞
37.501055,127.055207,보안등,대치동,수서안심03,,수목크로스빌 A 옆
37.501055,127.055207,112위치신고,대치동,수서안심03,대치지구대,수목크로스빌 A 옆
37.500906,127.055192,보안등,대치동,수서안심03,,수목크로스빌 A 옆
37.500693,127.055109,보안등,대치동,수서안심03,,동산빌라 옆
37.500693,127.055109,112위치신고,대치동,수서안심03,,동산빌라 옆
37.500599,127.055204,보안등,대치동,수서안심03,,동산빌라 옆
37.500526,127.055149,CCTV,대치동,수서안심03,강남도시관제센터,동산빌라 앞
37.500526,127.055149,안심벨,대치동,수서안심03,강남도시관제센터,동산빌라 앞
37.500458,127.055092,보안등,대치동,수서안심03,,역삼로74길 21 앞
37.500458,127.055092,112위치신고,대치동,수서안심03,,역삼로74길 21 앞
37.500336,127.0551,노면표기,대치동,수서안심03,,새롬하이빌 앞
37.500327,127.055066,보안등,대치동,수서안심03,,새롬하이빌 앞
37.500107,127.055114,보안등,대치동,수서안심03,,셀러버 옆
37.500107,127.055114,112위치신고,대치동,수서안심03,대치지구대,셀러버 옆
37.499943,127.055108,보안등,대치동,수서안심03,,한우리빌라 앞
37.499865,127.055117,CCTV,대치동,수서안심03,강남도시관제센터,서울도곡초등학교 앞
37.499865,127.055117,안심벨,대치동,수서안심03,강남도시관제센터,서울도곡초등학교 앞
37.499833,127.054991,보안등,대치동,수서안심03,,서울도곡초등학교 앞
37.499801,127.055057,보안등,대치동,수서안심03,,서울도곡초등학교 앞
37.503973,127.05892,노면표기,대치동,수서안심04,,팟츠스튜디오 앞
37.503975,127.059078,CCTV,대치동,수서안심04,강남도시관제센터,소호정 앞
37.503975,127.059078,112위치신고,대치동,수서안심04,대치지구대,소호정 앞
37.503975,127.059078,보안등,대치동,수서안심04,,소호정 앞
37.503975,127.059078,안심벨,대치동,수서안심04,강남도시관제센터,소호정 앞
37.50409,127.05917,보안등,대치동,수서안심04,,서흥빌딩 옆
37.504124,127.0593,보안등,대치동,수서안심04,,스마일카케어 대치삼성점 옆
37.504087,127.059415,112위치신고,대치동,수서안심04,대치지구대,스마일카케어 대치삼성점 앞
37.504252,127.05965,CCTV,대치동,수서안심04,강남도시관제센터,잉꼬세탁 앞
37.504252,127.05965,안심벨,대치동,수서안심04,강남도시관제센터,잉꼬세탁 앞
37.504252,127.05965,보안등,대치동,수서안심04,,잉꼬세탁 앞
37.504314,127.059874,보안등,대치동,수서안심04,,삼성로 76길 19 옆
37.504302,127.060084,112위치신고,대치동,수서안심04,,강남공인중개사사무소 옆
37.504506,127.060377,보안등,대치동,수서안심04,,아이나비 강남대리점 앞
37.504455,127.060575,112위치신고,대치동,수서안심04,대치지구대,금강빌 앞
37.504551,127.060613,보안등,대치동,수서안심04,,오토개러지 앞
37.504528,127.06065,노면표기,대치동,수서안심04,,오토개러지 앞
37.504656,127.061053,CCTV,대치동,수서안심04,강남도시관제센터,라임빌딩 옆
37.504656,127.061053,안심벨,대치동,수서안심04,강남도시관제센터,라임빌딩 옆
37.504656,127.061053,보안등,대치동,수서안심04,,라임빌딩 옆
37.504656,127.061053,112위치신고,대치동,수서안심04,대치지구대,라임빌딩 옆
37.504398,127.061133,보안등,대치동,수서안심04,,라임빌딩 앞
37.504228,127.061187,보안등,대치동,수서안심04,,청우빌딩 앞
37.504119,127.061115,112위치신고,대치동,수서안심04,대치지구대,이마트24 대치휘문점 옆
37.504041,127.061233,CCTV,대치동,수서안심04,강남도시관제센터,이마트24 대치휘문점 옆
37.504041,127.061233,안심벨,대치동,수서안심04,강남도시관제센터,이마트24 대치휘문점 옆
37.504041,127.061233,보안등,대치동,수서안심04,,이마트24 대치휘문점 옆
37.522725,127.025799,안심벨,신사동,강남안심15,강남도시관제센터,신사찹쌀꽈배기
37.522725,127.025799,보안등,신사동,강남안심15,,신사찹쌀꽈배기
37.522732,127.02577,보안등,신사동,강남안심15,,신사찹쌀꽈배기
37.522725,127.025799,CCTV,신사동,강남안심15,강남도시관제센터,신사찹쌀꽈배기
37.522597,127.025568,112위치신고,신사동,강남안심15,신사파출소,신사찹쌀꽈배기
37.522597,127.025568,보안등,신사동,강남안심15,,신사찹쌀꽈배기
37.522537,127.02549,노면표기,신사동,강남안심15,,매머드커피
37.522449,127.025238,보안등,신사동,강남안심15,,논현로159길38
37.5223,127.024966,보안등,신사동,강남안심15,,WARD BRAUN
37.522209,127.024902,보안등,신사동,강남안심15,,WARD BRAUN
37.522111,127.024585,안심벨,신사동,강남안심15,강남도시관제센터,MALTA ISLAND
37.522111,127.024585,CCTV,신사동,강남안심15,강남도시관제센터,MALTA ISLAND
37.522111,127.024585,보안등,신사동,강남안심15,,MALTA ISLAND
37.522111,127.024585,112위치신고,신사동,강남안심15,신사파출소,MALTA ISLAND
37.522081,127.02459,노면표기,신사동,강남안심15,,MALTA ISLAND
37.522034,127.024593,보안등,신사동,강남안심15,,행복머릿방
37.521979,127.024568,보안등,신사동,강남안심15,,행복머릿방
37.521806,127.024707,보안등,신사동,강남안심15,,THEAUTHENTIC맞은편
37.521614,127.024854,안심벨,신사동,강남안심15,강남도시관제센터,CU신사프리미어점
37.521614,127.024854,CCTV,신사동,강남안심15,강남도시관제센터,CU신사프리미어점
37.521586,127.024967,보안등,신사동,강남안심15,,CU신사프리미어점
37.521478,127.025068,보안등,신사동,강남안심15,,리비어어학원
37.521389,127.025059,보안등,신사동,강남안심15,,레디수선
37.521389,127.025059,112위치신고,신사동,강남안심15,신사파출소,레디수선
37.521405,127.025065,노면표기,신사동,강남안심15,,레디수선
37.521204,127.025295,보안등,신사동,강남안심15,,성우빌라
37.52073,127.025644,노면표기,신사동,강남안심15,,은행수공원앞
37.52073,127.025644,보안등,신사동,강남안심15,,은행수공원앞
37.520695,127.025778,안심벨,신사동,강남안심15,강남도시관제센터,은행수공원앞
37.520695,127.025778,112위치신고,신사동,강남안심15,신사파출소,은행수공원앞
37.520695,127.025778,보안등,신사동,강남안심15,,은행수공원앞
37.520695,127.025778,CCTV,신사동,강남안심15,강남도시관제센터,은행수공원앞
37.527043,127.029246,노면표기,신사동,강남안심17,,하늘체한의원
37.526955,127.029181,보안등,신사동,강남안심17,,하늘체한의원
37.526955,127.029181,CCTV,신사동,강남안심17,강남도시관제센터,하늘체한의원
37.526877,127.029298,보안등,신사동,강남안심17,,하늘체한의원
37.526918,127.029242,안심벨,신사동,강남안심17,강남도시관제센터,하늘체한의원
37.526918,127.029242,CCTV,신사동,강남안심17,강남도시관제센터,하늘체한의원
37.526858,127.029204,보안등,신사동,강남안심17,,하늘체한의원
37.526858,127.029204,112위치신고,신사동,강남안심17,압구정파출소,하늘체한의원
37.526552,127.02951,보안등,신사동,강남안심17,,서울예체능지부맞은편
37.52647,127.029905,CCTV,신사동,강남안심17,강남도시관제센터,충무상회
37.52647,127.029905,보안등,신사동,강남안심17,,충무상회
37.52647,127.029905,112위치신고,신사동,강남안심17,압구정파출소,충무상회
37.52647,127.029905,안심벨,신사동,강남안심17,강남도시관제센터,충무상회
37.526452,127.029989,보안등,신사동,강남안심17,,충무상회
37.526463,127.03036,보안등,신사동,강남안심17,,가담
37.526435,127.030447,보안등,신사동,강남안심17,,가담
37.526484,127.0306,보안등,신사동,강남안심17,,압구정1동성당
37.526437,127.030648,보안등,신사동,강남안심17,,압구정1동성당
37.526492,127.030705,안심벨,신사동,강남안심17,강남도시관제센터,압구정1동성당
37.526492,127.030705,CCTV,신사동,강남안심17,강남도시관제센터,압구정1동성당
37.526492,127.030705,보안등,신사동,강남안심17,,압구정1동성당
37.526492,127.030705,112위치신고,신사동,강남안심17,압구정파출소,압구정1동성당
37.526424,127.030999,보안등,신사동,강남안심17,,안상훈치과
37.52646,127.031066,노면표기,신사동,강남안심17,,안상훈치과
37.526488,127.031188,보안등,신사동,강남안심17,,안상훈치과
37.526418,127.031464,보안등,신사동,강남안심17,,아우어베이커리 압구정소망점
37.526395,127.031551,안심벨,신사동,강남안심17,강남도시관제센터,아우어베이커리 압구정소망점
37.526395,127.031551,CCTV,신사동,강남안심17,강남도시관제센터,아우어베이커리 압구정소망점
37.526395,127.031551,112위치신고,신사동,강남안심17,압구정파출소,아우어베이커리 압구정소망점
37.526461,127.031568,보안등,신사동,강남안심17,,아우어베이커리 압구정소망점
37.526467,127.031931,보안등,신사동,강남안심17,,신구중학교
37.526455,127.032175,보안등,신사동,강남안심17,,신구중학교
37.52644,127.032379,보안등,신사동,강남안심17,,신구중학교
37.526435,127.032675,보안등,신사동,강남안심17,,신구중학교
37.526402,127.032747,노면표기,신사동,강남안심17,,신구중학교
37.508449,127.02538,CCTV,논현동,강남안심03,강남도시관제센터,논현까치공원
37.508449,127.02538,112위치신고,논현동,강남안심03,논현1파출소,논현까치공원
37.508449,127.02538,보안등,논현동,강남안심03,,논현까치공원
37.508449,127.02538,안심벨,논현동,강남안심03,강남도시관제센터,논현까치공원
37.508355,127.025076,보안등,논현동,강남안심03,,논현까치공원
37.50831,127.024988,노면표기,논현동,강남안심03,,논현까치공원
37.508248,127.024745,보안등,논현동,강남안심03,,생활맥주
37.508152,127.024331,보안등,논현동,강남안심03,,우슴
37.508152,127.024331,112위치신고,논현동,강남안심03,논현1파출소,우슴
37.507988,127.02419,보안등,논현동,강남안심03,,우슴
37.507673,127.023861,CCTV,논현동,강남안심03,강남도시관제센터,농장사람들
37.507673,127.023861,안심벨,논현동,강남안심03,강남도시관제센터,농장사람들
37.507673,127.023861,112위치신고,논현동,강남안심03,논현1파출소,농장사람들
37.507673,127.023861,보안등,논현동,강남안심03,,농장사람들
37.507264,127.023496,노면표기,논현동,강남안심03,,MN휘트니스
37.507022,127.03122,보안등,논현동,강남안심04,,우리공인중개사
37.507097,127.031201,노면표기,논현동,강남안심04,,우리공인중개사
37.507133,127.031142,보안등,논현동,강남안심04,,우리공인중개사
37.507228,127.031088,CCTV,논현동,강남안심04,강남도시관제센터,우리공인중개사
37.507228,127.031088,안심벨,논현동,강남안심04,강남도시관제센터,우리공인중개사
37.507228,127.031088,보안등,논현동,강남안심04,,우리공인중개사
37.507228,127.031088,112위치신고,논현동,강남안심04,,우리공인중개사
37.507228,127.031088,112위치신고,논현동,강남안심04,논현1파출소,우리공인중개사
37.507399,127.031016,보안등,논현동,강남안심04,,봉은사로21길12
37.507653,127.030913,CCTV,논현동,강남안심04,강남도시관제센터,봉은사로21길14
37.507653,127.030913,안심벨,논현동,강남안심04,강남도시관제센터,봉은사로21길14
37.507653,127.030913,보안등,논현동,강남안심04,,봉은사로21길14
37.507738,127.030899,노면표기,논현동,강남안심04,,봉은사로21길14
37.507943,127.030756,보안등,논현동,강남안심04,,GS25논현으뜸점
37.507943,127.030756,안내표지판,논현동,강남안심04,,GS25논현으뜸점
37.507943,127.030756,CCTV,논현동,강남안심04,강남도시관제센터,GS25논현으뜸점
37.508266,127.030577,112위치신고,논현동,강남안심04,논현1파출소,엘로이헤어
37.508266,127.030577,보안등,논현동,강남안심04,,엘로이헤어
37.508266,127.030577,CCTV,논현동,강남안심04,강남도시관제센터,엘로이헤어
37.508266,127.030577,안심벨,논현동,강남안심04,강남도시관제센터,엘로이헤어
37.508467,127.030402,노면표기,논현동,강남안심04,,아트힐A
37.508463,127.030317,보안등,논현동,강남안심04,,아트힐A
37.508671,127.030045,보안등,논현동,강남안심04,,한국부동산
37.508701,127.029888,보안등,논현동,강남안심04,,한국부동산
37.508707,127.029843,CCTV,논현동,강남안심04,강남도시관제센터,한국부동산
37.508707,127.029843,112위치신고,논현동,강남안심04,논현1파출소,한국부동산
37.508707,127.029843,안심벨,논현동,강남안심04,강남도시관제센터,한국부동산
37.508707,127.029843,보안등,논현동,강남안심04,,한국부동산
37.508892,127.029545,CCTV,논현동,강남안심04,강남도시관제센터,한양세탁소
37.508892,127.029545,보안등,논현동,강남안심04,,한양세탁소
37.508892,127.029545,안내표지판,논현동,강남안심04,,한양세탁소
37.50907,127.029235,보안등,논현동,강남안심04,,단지마트
37.50911,127.029288,CCTV,논현동,강남안심04,강남도시관제센터,단지마트
37.50911,127.029288,안심벨,논현동,강남안심04,강남도시관제센터,단지마트
37.509097,127.029179,보안등,논현동,강남안심04,,단지마트
37.509346,127.028881,보안등,논현동,강남안심04,,HONEY MOON VILLA
37.509346,127.028881,CCTV,논현동,강남안심04,강남도시관제센터,HONEY MOON VILLA
37.509346,127.028881,안내표지판,논현동,강남안심04,,HONEY MOON VILLA
37.509344,127.028854,노면표기,논현동,강남안심04,,HONEY MOON VILLA
37.509393,127.028668,보안등,논현동,강남안심04,,MODUGAL
37.509393,127.028668,CCTV,논현동,강남안심04,강남도시관제센터,MODUGAL
37.509393,127.028668,112위치신고,논현동,강남안심04,,MODUGAL
37.509393,127.028668,112위치신고,논현동,강남안심04,논현1파출소,MODUGAL
37.508848,127.036871,보안등,논현동,강남안심05,,로이체 앞
37.508848,127.036871,112위치신고,논현동,강남안심05,논현2파출소,로이체 앞
37.508743,127.037009,노면표기,논현동,강남안심05,,호텔야자 앞
37.509167,127.036598,보안등,논현동,강남안심05,,에이전시부스터 앞
37.50932,127.036621,안내표지판,논현동,강남안심05,,파워캐스팅 앞
37.50932,127.036621,보안등,논현동,강남안심05,,파워캐스팅 앞
37.509306,127.036463,CCTV,논현동,강남안심05,강남도시관제센터,GS25 앞
37.509306,127.036463,보안등,논현동,강남안심05,,GS25 앞
37.509554,127.036361,보안등,논현동,강남안심05,,수 엔터테인먼트 앞
37.50966,127.036258,보안등,논현동,강남안심05,,공브라더스 골프 아카데미 앞
37.509763,127.036163,보안등,논현동,강남안심05,,논현동 231-3 앞
37.509806,127.036025,보안등,논현동,강남안심05,,논현동 230-10 앞
37.509964,127.035965,보안등,논현동,강남안심05,,세븐일레븐 앞
37.510003,127.035833,보안등,논현동,강남안심05,,카이수산 앞
37.510003,127.035833,112위치신고,논현동,강남안심05,논현2파출소,카이수산 앞
37.510163,127.03579,CCTV,논현동,강남안심05,강남도시관제센터,신우빌딩 앞
37.510163,127.03579,안심벨,논현동,강남안심05,강남도시관제센터,신우빌딩 앞
37.510297,127.035612,안내표지판,논현동,강남안심05,,동궁빌딩 앞
37.510297,127.035612,보안등,논현동,강남안심05,,동궁빌딩 앞
37.510706,127.035364,보안등,논현동,강남안심05,,손자소프트 앞
37.510892,127.035255,보안등,논현동,강남안심05,,라이징 엔터테인먼트 앞
37.511048,127.035221,보안등,논현동,강남안심05,,라이징 엔터테인먼트 앞 삼거리
37.511071,127.035198,CCTV,논현동,강남안심05,강남도시관제센터,라이징 엔터테인먼트 앞 삼거리
37.511243,127.035112,안내표지판,논현동,강남안심05,,논현빌라 앞
37.511243,127.035112,보안등,논현동,강남안심05,,논현빌라 앞
37.51138,127.035046,보안등,논현동,강남안심05,,논현빌라 앞
37.51138,127.035046,112위치신고,논현동,강남안심05,논현2파출소,논현빌라 앞
37.511534,127.034992,CCTV,논현동,강남안심05,강남도시관제센터,메네스 프로덕션 앞 사거리
37.511534,127.034992,안심벨,논현동,강남안심05,강남도시관제센터,메네스 프로덕션 앞 사거리
37.511554,127.035015,보안등,논현동,강남안심05,,메네스 프로덕션 앞 사거리
37.511798,127.034828,노면표기,논현동,강남안심05,,82커피 앞
37.511857,127.034739,CCTV,논현동,강남안심05,강남도시관제센터,82커피 앞 삼거리
37.511857,127.034739,안심벨,논현동,강남안심05,강남도시관제센터,82커피 앞 삼거리
37.51188,127.03476,보안등,논현동,강남안심05,,82커피 앞 삼거리
37.512148,127.03465,보안등,논현동,강남안심05,,예랑프로덕션 앞
37.512327,127.034541,보안등,논현동,강남안심05,,일영빌딩 앞
37.512327,127.034541,112위치신고,논현동,강남안심05,논현2파출소,일영빌딩 앞
37.5124,127.034628,보안등,논현동,강남안심05,,일영빌딩 앞
37.512717,127.034575,CCTV,논현동,강남안심05,강남도시관제센터,메종드리라 앞
37.512717,127.034575,보안등,논현동,강남안심05,,메종드리라 앞
37.512984,127.034471,보안등,논현동,강남안심05,,브랜뉴테크 앞
37.513051,127.034503,CCTV,논현동,강남안심05,U-강남 도시관제센터,브랜뉴테크 앞
37.513051,127.034503,안심벨,논현동,강남안심05,U-강남 도시관제센터,브랜뉴테크 앞
37.513348,127.034486,보안등,논현동,강남안심05,,개미엔터테인먼트 앞
37.513538,127.034469,보안등,논현동,강남안심05,,세민빌딩 앞
37.513765,127.034486,노면표기,논현동,강남안심05,,논현동 211-4 앞
37.513767,127.034449,안내표지판,논현동,강남안심05,,논현동 211-4 앞
37.513767,127.034449,보안등,논현동,강남안심05,,논현동 211-4 앞
37.513941,127.034449,보안등,논현동,강남안심05,,행복한초밥 앞
37.514161,127.03444,보안등,논현동,강남안심05,,논현동 212-6 앞
37.514415,127.034518,보안등,논현동,강남안심05,,재정빌딩 앞
37.514472,127.034406,안내표지판,논현동,강남안심05,,헤펠레코리아 앞
37.514472,127.034406,보안등,논현동,강남안심05,,헤펠레코리아 앞
37.5146,127.034397,보안등,논현동,강남안심05,,준빌딩 앞
37.5146,127.034397,112위치신고,논현동,강남안심05,논현2파출소,준빌딩 앞
37.50932,127.036621,CCTV,논현동,강남안심05,강남도시관제센터,파워캐스팅 앞
37.510297,127.035612,CCTV,논현동,강남안심05,강남도시관제센터,동궁빌딩 앞
37.511243,127.035112,CCTV,논현동,강남안심05,강남도시관제센터,논현빌라 앞
37.513767,127.034449,CCTV,논현동,강남안심05,강남도시관제센터,논현동 211-4 앞
37.514472,127.034406,CCTV,논현동,강남안심05,강남도시관제센터,헤펠레코리아 앞
37.517668,127.040053,CCTV,논현동,강남안심06,강남도시관제센터,두성전주콩나물국밥 앞
37.517668,127.040053,안심벨,논현동,강남안심06,강남도시관제센터,두성전주콩나물국밥 앞
37.517675,127.040085,보안등,논현동,강남안심06,,두성전주콩나물국밥 앞
37.517762,127.040275,보안등,논현동,강남안심06,,네온정형외과의원 앞
37.518286,127.039933,보안등,논현동,강남안심06,,나비드짐 앞
37.518444,127.039876,보안등,논현동,강남안심06,,스튜디오 매드독 앞
37.518648,127.039887,보안등,논현동,강남안심06,,삼성빌딩 앞
37.518856,127.039778,보안등,논현동,강남안심06,,바이씨엘로 앞
37.518856,127.039778,112위치신고,논현동,강남안심06,논현2파출소,바이씨엘로 앞
37.519147,127.039701,보안등,논현동,강남안심06,,김태기선한복 앞
37.51914,127.039675,CCTV,논현동,강남안심06,강남도시관제센터,김태기선한복 앞
37.51914,127.039675,안심벨,논현동,강남안심06,강남도시관제센터,김태기선한복 앞
37.519277,127.039583,노면표기,논현동,강남안심06,,새터빌라 앞
37.519422,127.039566,보안등,논현동,강남안심06,,논현동 102-6 앞
37.519607,127.039422,CCTV,논현동,강남안심06,강남도시관제센터,논현동 104-35 앞
37.519607,127.039422,안심벨,논현동,강남안심06,강남도시관제센터,논현동 104-35 앞
37.519609,127.039399,보안등,논현동,강남안심06,,논현동 104-35 앞
37.519609,127.039399,112위치신고,논현동,강남안심06,논현2파출소,논현동 104-35 앞
37.519976,127.03931,보안등,논현동,강남안심06,,논현동 103-7 앞
37.520165,127.039319,보안등,논현동,강남안심06,,영동이용원 앞
37.520225,127.039287,CCTV,논현동,강남안심06,U-강남도시관제센터,영동이용원 앞
37.520225,127.039287,보안등,논현동,강남안심06,,영동이용원 앞
37.520378,127.03915,보안등,논현동,강남안심06,,에이원빌딩 앞
37.520378,127.03915,112위치신고,논현동,강남안심06,논현2파출소,에이원빌딩 앞
37.520365,127.039178,노면표기,논현동,강남안심06,,에이원빌딩 앞
37.520504,127.039107,보안등,논현동,강남안심06,,시오 앞
37.520793,127.038989,보안등,논현동,강남안심06,,빈트윈 앞
37.521129,127.03886,보안등,논현동,강남안심06,,운선제한복 앞
37.521118,127.038897,노면표기,논현동,강남안심06,,운선제한복 앞
37.521161,127.038909,112위치신고,논현동,강남안심06,논현2파출소,운선제한복 앞
37.521392,127.038711,CCTV,논현동,강남안심06,강남도시관제센터,이마트24 앞
37.521392,127.038711,안심벨,논현동,강남안심06,강남도시관제센터,이마트24 앞
37.52139,127.038745,보안등,논현동,강남안심06,,이마트24 앞
37.52142,127.038849,보안등,논현동,강남안심06,,이마트24 앞
37.521656,127.038688,보안등,논현동,강남안심06,,유코컴퍼니 앞
37.521985,127.038619,보안등,논현동,강남안심06,,325E&C 앞
37.52207,127.038444,보안등,논현동,강남안심06,,325E&C 앞
37.522065,127.038484,보안등,논현동,강남안심06,,325E&C 앞
37.522129,127.038567,CCTV,논현동,강남안심06,강남도시관제센터,325E&C 앞
37.522129,127.038567,안심벨,논현동,강남안심06,강남도시관제센터,325E&C 앞
37.522358,127.03845,노면표기,논현동,강남안심06,,아비가일 앞
37.522379,127.038412,보안등,논현동,강남안심06,,아비가일 앞
37.51509,127.032771,보안등,논현동,강남안심07,,상문빌딩 앞
37.51509,127.032771,112위치신고,논현동,강남안심07,논현2파출소,상문빌딩 앞
37.515296,127.032587,보안등,논현동,강남안심07,,이룸빌딩 앞
37.515287,127.032671,보안등,논현동,강남안심07,,이룸빌딩 앞
37.515369,127.032777,CCTV,논현동,강남안심07,U-강남 도시관제센터,동천홍 앞
37.515369,127.032777,보안등,논현동,강남안심07,,동천홍 앞
37.515454,127.032659,노면표기,논현동,강남안심07,,동천홍 앞
37.515676,127.032628,보안등,논현동,강남안심07,,사랑채 앞
37.515898,127.032407,보안등,논현동,강남안심07,,오피스데이 앞
37.51609,127.03232,보안등,논현동,강남안심07,,한국유통 앞
37.51609,127.03232,112위치신고,논현동,강남안심07,논현2파출소,한국유통 앞
37.516262,127.032254,보안등,논현동,강남안심07,,제이에스건설 앞
37.516452,127.032148,CCTV,논현동,강남안심07,강남도시관제센터,논현드림빌 앞
37.516452,127.032148,112위치신고,논현동,강남안심07,논현2파출소,논현드림빌 앞
37.516452,127.032148,보안등,논현동,강남안심07,,논현드림빌 앞
37.516545,127.032645,보안등,논현동,강남안심07,,손손빌딩 앞
37.51666,127.032987,보안등,논현동,강남안심07,,라닉스 앞
37.516667,127.033019,CCTV,논현동,강남안심07,강남도시관제센터,라닉스 앞
37.516667,127.033019,안심벨,논현동,강남안심07,강남도시관제센터,라닉스 앞
37.51677,127.033088,보안등,논현동,강남안심07,,라닉스 앞
37.51677,127.033088,112위치신고,논현동,강남안심07,논현2파출소,라닉스 앞
37.51693,127.033053,보안등,논현동,강남안심07,,돌담길빌라 앞
37.517118,127.033056,보안등,논현동,강남안심07,,논현힐스 앞
37.517232,127.033046,보안등,논현동,강남안심07,,마이홈 앞
37.517404,127.033044,보안등,논현동,강남안심07,,레이디로즈 스튜디오 앞
37.517557,127.033049,보안등,논현동,강남안심07,,코드매니지먼트 앞
37.517687,127.033052,보안등,논현동,강남안심07,,파크위드엔터테인먼트 앞
37.517873,127.033038,보안등,논현동,강남안심07,,파크위드엔터테인먼트 앞
37.518113,127.033032,보안등,논현동,강남안심07,,리나갤러리 앞
37.518433,127.03303,보안등,논현동,강남안심07,,리한우낀집 앞
37.518433,127.03303,112위치신고,논현동,강남안심07,논현2파출소,리한우낀집 앞
37.51844,127.033004,CCTV,논현동,강남안심07,강남도시관제센터,리한우낀집 앞
37.51844,127.033004,안심벨,논현동,강남안심07,강남도시관제센터,리한우낀집 앞
37.518594,127.032923,보안등,논현동,강남안심07,,토브헤세드 앞
37.518724,127.032857,보안등,논현동,강남안심07,,토브헤세드 앞
37.518919,127.032757,보안등,논현동,강남안심07,,효진하숙 앞
37.519026,127.032702,CCTV,논현동,강남안심07,강남도시관제센터,튤립크리닝 앞
37.519026,127.032702,안심벨,논현동,강남안심07,강남도시관제센터,튤립크리닝 앞
37.519051,127.032694,보안등,논현동,강남안심07,,튤립크리닝 앞
37.519196,127.032622,보안등,논현동,강남안심07,,토미주택 앞
37.51939,127.032527,보안등,논현동,강남안심07,,청열 앞
37.519518,127.032507,보안등,논현동,강남안심07,,에스모델 에이전시 앞
37.519804,127.032352,보안등,논현동,강남안심07,,인터팜 이화약국 앞
37.520091,127.03222,보안등,논현동,강남안심07,,영빌딩 앞
37.520146,127.032194,CCTV,논현동,강남안심07,강남도시관제센터,새로나슈퍼 앞
37.520146,127.032194,안심벨,논현동,강남안심07,강남도시관제센터,새로나슈퍼 앞
37.520148,127.032171,보안등,논현동,강남안심07,,새로나슈퍼 앞
37.520173,127.032097,노면표기,논현동,강남안심07,,새로나슈퍼 앞
37.520317,127.0321,보안등,논현동,강남안심07,,새로나슈퍼 앞
37.520317,127.0321,112위치신고,논현동,강남안심07,논현2파출소,새로나슈퍼 앞
37.520688,127.031959,CCTV,논현동,강남안심07,U-강남 도시관제센터,조일빌딩 앞
37.513273,127.03014,노면표기,논현동,강남안심19,,타일웍스 앞
37.513262,127.030185,보안등,논현동,강남안심19,,타일웍스 앞
37.513262,127.030185,112위치신고,논현동,강남안심19,논현1파출소,타일웍스 앞
37.512971,127.030246,보안등,논현동,강남안심19,,대제타일 앞
37.512971,127.030246,CCTV,논현동,강남안심19,u-강남도시관제센터,대제타일 앞
37.512907,127.030358,보안등,논현동,강남안심19,,학동로28길 13 앞
37.512669,127.03047,보안등,논현동,강남안심19,,학동로28길 15 앞
37.512342,127.030642,CCTV,논현동,강남안심19,u-강남도시관제센터,개나리집 앞
37.512342,127.030642,안심벨,논현동,강남안심19,u-강남도시관제센터,개나리집 앞
37.512337,127.030553,보안등,논현동,강남안심19,,개나리집 앞
37.512205,127.03061,보안등,논현동,강남안심19,,학동로28길 23 앞
37.512031,127.030725,노면표기,논현동,강남안심19,,학동로28길 25 앞
37.511822,127.030872,보안등,논현동,강남안심19,,학동로28길 30 앞
37.511822,127.030872,112위치신고,논현동,강남안심19,논현1파출소,학동로28길 30 앞
37.511797,127.030863,CCTV,논현동,강남안심19,강남도시관제센터,학동로28길 30 앞
37.511797,127.030863,안심벨,논현동,강남안심19,강남도시관제센터,학동로28길 30 앞
37.511795,127.030607,보안등,논현동,강남안심19,,크린세탁 앞
37.511632,127.030461,보안등,논현동,강남안심19,,모드세라믹 앞
37.511713,127.030343,보안등,논현동,강남안심19,,더 골드타일 앞
37.511498,127.030122,보안등,논현동,강남안심19,,논현 개나리공원 앞
37.511516,127.030116,CCTV,논현동,강남안심19,강남도시관제센터,논현 개나리공원 앞
37.511516,127.030116,안심벨,논현동,강남안심19,강남도시관제센터,논현 개나리공원 앞
37.511543,127.030061,보안등,논현동,강남안심19,,논현 개나리공원 앞
37.511575,127.030064,노면표기,논현동,강남안심19,,논현 개나리공원 앞
37.511459,127.02978,보안등,논현동,강남안심19,,논현로123길 24 앞
37.511388,127.029593,보안등,논현동,강남안심19,,논현로123길 26 앞
37.511388,127.029593,112위치신고,논현동,강남안심19,논현1파출소,논현로123길 26 앞
37.511379,127.029567,CCTV,논현동,강남안심19,강남도시관제센터,논현로123길 26 앞
37.511379,127.029567,안심벨,논현동,강남안심19,강남도시관제센터,논현로123길 26 앞
37.472,127.106943,112위치신고,율현동,수서안심07,대왕파출소,CU율현중앙점 옆
37.472,127.106943,보안등,율현동,수서안심07,,CU율현중앙점 옆
37.471894,127.106954,보안등,율현동,수서안심07,,새하늘부동산 앞
37.47189,127.106248,112위치신고,율현동,수서안심07,대왕파출소,옥산철물 앞
37.47189,127.106248,CCTV,율현동,수서안심07,강남도시관제센터,옥산철물 앞
37.47189,127.106248,보안등,율현동,수서안심07,,옥산철물 앞
37.47189,127.106248,안심벨,율현동,수서안심07,강남도시관제센터,옥산철물 앞
37.471733,127.106058,노면표기,율현동,수서안심07,,밤고개로24길44 앞
37.471758,127.106021,보안등,율현동,수서안심07,,밤고개로24길44 앞
